#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36A5A
#Date Time: 2025-02-25 13:32:32.971
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.1023943181818182,-0.1357502830518975,0.1337980029188606
-0.1023693181818182,-0.1331074226918584,0.1327913032910969
-0.1023443181818182,-0.132446707601849,0.1324557367485091
-0.1023193181818182,-0.1301342047868151,0.1321201702059213
-0.1022943181818182,-0.1288127746067957,0.132791303291097
-0.1022693181818182,-0.1298038472418102,0.1311134705781576
-0.1022443181818182,-0.1248484840667381,0.1304423374929816
-0.1022193181818182,-0.1261699142467569,0.1297712044078062
-0.1021943181818182,-0.1261699142467569,0.1317846036633334
-0.1021693181818182,-0.128152059516786,0.1311134705781576
-0.1021443181818182,-0.1294734896968054,0.1307779040355698
-0.1021193181818182,-0.1281520595167879,0.1297712044078058
-0.1020943181818182,-0.132446707601849,0.1291000713226304
-0.1020693181818182,-0.1327770651468539,0.1304423374929819
-0.1020443181818182,-0.1357502830518975,0.1291000713226304
-0.1020193181818182,-0.1327770651468539,0.1314490371207455
-0.1019943181818182,-0.1340984953268718,0.1294356378652192
-0.1019693181818182,-0.1307949198768248,0.1314490371207455
-0.1019443181818182,-0.132446707601849,0.1314490371207455
-0.1019193181818182,-0.1311252774218296,0.1344691360040363
-0.1018943181818182,-0.128152059516786,0.1364825352595636
-0.1018693181818182,-0.1307949198768231,0.1378248014299148
-0.1018443181818182,-0.1271609868817715,0.1371536683447393
-0.1018193181818182,-0.1314556349668345,0.1374892348873272
-0.1017943181818182,-0.1288127746067957,0.1381603679725029
-0.1017693181818182,-0.1311252774218296,0.1398382006854423
-0.1017443181818182,-0.1311252774218293,0.1411804668557935
-0.1017193181818182,-0.1304645623318199,0.140509333770618
-0.1016943181818182,-0.1327770651468539,0.140509333770618
-0.1016693181818182,-0.132446707601849,0.1401737672280302
-0.1016443181818182,-0.1350895679618878,0.1408449003132059
-0.1016193181818182,-0.1344288528718774,0.1405093337706179
-0.1015943181818182,-0.1327770651468539,0.1401737672280302
-0.1015693181818182,-0.1357502830518975,0.1408449003132059
-0.1015443181818182,-0.1350895679618878,0.1421871664835574
-0.1015193181818182,-0.1370717132319169,0.1425227330261453
-0.1014943181818182,-0.1331074226918605,0.1438649991964961
-0.1014693181818182,-0.1350895679618878,0.1448716988242603
-0.1014443181818182,-0.1331074226918587,0.1475562311649633
-0.1014193181818182,-0.1344288528718781,0.1472206646223755
-0.1013943181818182,-0.132446707601849,0.1455428319094361
-0.1013693181818182,-0.1314556349668349,0.1452072653668484
-0.1013443181818182,-0.1331074226918587,0.1455428319094361
-0.1013193181818182,-0.1314556349668345,0.145878398452024
-0.1012943181818182,-0.1340984953268733,0.1445361322816725
-0.1012693181818182,-0.1334377802368636,0.1452072653668482
-0.1012443181818182,-0.134098495326873,0.1452072653668482
-0.1012193181818182,-0.1334377802368636,0.1468850980797876
-0.1011943181818182,-0.132446707601849,0.1475562311649633
-0.1011693181818182,-0.134759210416883,0.1482273642501391
-0.1011443181818182,-0.1334377802368636,0.1485629307927269
-0.1011193181818182,-0.1344288528718777,0.1488984973353147
-0.1010943181818182,-0.1304645623318199,0.1475562311649633
-0.1010693181818182,-0.1344288528718781,0.1445361322816725
-0.1010443181818182,-0.132446707601849,0.1445361322816725
-0.1010193181818182,-0.1327770651468539,0.1438649991964968
-0.1009943181818182,-0.1317859925118398,0.1442005657390845
-0.1009693181818182,-0.1327770651468539,0.1418515999409695
-0.1009443181818182,-0.1337681377818684,0.1418515999409695
-0.1009193181818182,-0.1317859925118393,0.1428582995687331
-0.1008943181818182,-0.132446707601849,0.1428582995687331
-0.1008693181818182,-0.1337681377818678,0.1421871664835577
-0.1008443181818182,-0.132446707601849,0.1448716988242603
-0.1008193181818182,-0.1334377802368636,0.145878398452024
-0.1007943181818182,-0.1307949198768248,0.1465495315371997
-0.1007693181818182,-0.1311252774218296,0.1448716988242603
-0.1007443181818182,-0.1311252774218296,0.1482273642501375
-0.1007193181818182,-0.1331074226918587,0.1492340638779027
-0.1006943181818182,-0.1334377802368636,0.1495696304204905
-0.1006693181818182,-0.1350895679618878,0.1472206646223755
-0.1006443181818182,-0.1340984953268733,0.1502407635056663
-0.1006193181818182,-0.1350895679618874,0.1492340638779031
-0.1005943181818182,-0.134759210416883,0.1485629307927269
-0.1005693181818182,-0.1340984953268733,0.1448716988242603
-0.1005443181818182,-0.1337681377818684,0.1468850980797876
-0.1005193181818182,-0.1317859925118393,0.145878398452024
-0.1004943181818182,-0.1324467076018487,0.1448716988242608
-0.1004693181818182,-0.1298038472418102,0.1398382006854423
-0.1004443181818182,-0.1327770651468539,0.1428582995687331
-0.1004193181818182,-0.1331074226918587,0.1415160333983816
-0.1003943181818182,-0.1354199255068927,0.1411804668557938
-0.1003693181818182,-0.1344288528718786,0.1374892348873289
-0.1003443181818182,-0.1360806405969024,0.1384959345150908
-0.1003193181818182,-0.1377324283219266,0.1391670676002665
-0.1002943181818182,-0.1374020707769217,0.1378248014299151
-0.1002693181818182,-0.1350895679618878,0.1368181018021515
-0.1002443181818182,-0.1331074226918596,0.1368181018021515
