#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2NI
#Serial Number: SN:210321A36A5A
#Date Time: 2025-02-25 13:29:31.733
#Sample rate: 40000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 0 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average
#Channel 2: Range: 100 mV/div Offset: 0 V Attenuation: 1 X Sample Mode: Average

Time (s),Channel 1 (V),Channel 2 (V)
-0.10238,-0.1360806405969024,0.1411804668557938
-0.102355,-0.1357502830518972,0.1391670676002649
-0.10233,-0.1350895679618878,0.1354758356318
-0.102305,-0.134759210416883,0.1341335694614485
-0.10228,-0.1364109981419072,0.1317846036633334
-0.102255,-0.134759210416883,0.1304423374929819
-0.10223,-0.1390538585019436,0.1294356378652169
-0.102205,-0.1337681377818684,0.1264155389819274
-0.10218,-0.1364109981419072,0.1274222386096911
-0.102155,-0.1354199255068927,0.1270866720671032
-0.10213,-0.1340984953268733,0.130106770950394
-0.102105,-0.1360806405969006,0.1321201702059216
-0.10208,-0.1321163500568442,0.132791303291097
-0.102055,-0.1370717132319169,0.1361469687169757
-0.10203,-0.1304645623318199,0.1388315010576787
-0.102005,-0.1370717132319169,0.1408449003132059
-0.10198,-0.1307949198768275,0.1431938661113216
-0.101955,-0.136741355686912,0.1445361322816725
-0.10193,-0.1340984953268733,0.1465495315371997
-0.101905,-0.1374020707769217,0.1465495315371997
-0.10188,-0.1380627858669314,0.1448716988242603
-0.101855,-0.1357502830518989,0.1462139649946108
-0.10183,-0.1387235009569411,0.1438649991964968
-0.101805,-0.1380627858669314,0.1442005657390846
-0.10178,-0.1370717132319169,0.140509333770618
-0.101755,-0.1357502830518975,0.1391670676002665
-0.10173,-0.1367413556869113,0.136818101802151
-0.101705,-0.1350895679618878,0.1358114021743878
-0.10168,-0.1360806405969024,0.1351402690892121
-0.101655,-0.134759210416883,0.132791303291097
-0.10163,-0.1340984953268733,0.1311134705781576
-0.101605,-0.1364109981419066,0.1311134705781578
-0.10158,-0.1350895679618878,0.1314490371207455
-0.101555,-0.136741355686912,0.132791303291097
-0.10153,-0.1354199255068927,0.1304423374929819
-0.101505,-0.1357502830518975,0.1331268698336849
-0.10148,-0.1360806405969022,0.1348047025466235
-0.101455,-0.1340984953268733,0.1358114021743878
-0.10143,-0.1370717132319169,0.1364825352595636
-0.101405,-0.1334377802368636,0.1371536683447393
-0.10138,-0.1357502830518975,0.140509333770618
-0.101355,-0.1364109981419069,0.1398382006854426
-0.10133,-0.1350895679618878,0.1401737672280302
-0.101305,-0.1374020707769217,0.1418515999409695
-0.10128,-0.1364109981419072,0.1411804668557938
-0.101255,-0.1387235009569411,0.140509333770618
-0.10123,-0.1364109981419083,0.1374892348873286
-0.101205,-0.139053858501946,0.1364825352595636
-0.10118,-0.1377324283219266,0.1361469687169757
-0.101155,-0.1383931434119363,0.1334624363762728
-0.10113,-0.134759210416883,0.1317846036633334
-0.101105,-0.1393842160469487,0.1294356378652193
-0.10108,-0.1340984953268733,0.1291000713226304
-0.101055,-0.1374020707769217,0.1287645047800425
-0.10103,-0.1317859925118393,0.1280933716948668
-0.101005,-0.1364109981419072,0.1287645047800425
-0.10098,-0.1334377802368649,0.129435637865218
-0.100955,-0.134759210416883,0.1314490371207455
-0.10093,-0.1354199255068927,0.1321201702059213
-0.100905,-0.1344288528718781,0.1331268698336849
-0.10088,-0.1354199255068927,0.1348047025466242
