 Sample   Time     Encoder 3 Pos   Control Effort 1
   359    3.179          -17508          1.6004;
   360    3.188          -17596          1.6004;
   361    3.196          -17686          1.6004;
   362    3.205          -17775          1.6004;
   363    3.214          -17865          1.6004;
   364    3.223          -17956          1.6004;
   365    3.232          -18047          1.6004;
   366    3.241          -18138          1.6004;
   367    3.249          -18229          1.6004;
   368    3.258          -18321          1.6004;
   369    3.267          -18413          1.6004;
   370    3.276          -18506          1.6004;
   371    3.285          -18598          1.6004;
   372    3.294          -18692          1.6004;
   373    3.303          -18785          1.6004;
   374    3.311          -18879          1.6004;
   375    3.320          -18973          1.6004;
   376    3.329          -19067          1.6004;
   377    3.338          -19162          1.6004;
   378    3.347          -19257          1.6004;
   379    3.356          -19352          1.6004;
   380    3.365          -19448          1.6004;
   381    3.373          -19543          1.6004;
   382    3.382          -19640          1.6004;
   383    3.391          -19736          1.6004;
   384    3.400          -19833          1.6004;
   385    3.409          -19930          1.6004;
   386    3.418          -20027          1.6004;
   387    3.427          -20125          1.6004;
   388    3.435          -20223          1.6004;
   389    3.444          -20321          1.6004;
   390    3.453          -20420          1.6004;
   391    3.462          -20519          1.6004;
   392    3.471          -20618          1.6004;
   393    3.480          -20718          1.6004;
   394    3.489          -20818          1.6004;
   395    3.497          -20918          1.6004;
   396    3.506          -21019          1.6004;
   397    3.515          -21120          1.6004;
   398    3.524          -21221          1.6004;
   399    3.533          -21323          1.6004;
   400    3.542          -21425          1.6004;
   401    3.551          -21527          1.6004;
   402    3.559          -21630          1.6004;
   403    3.568          -21732          1.6004;
   404    3.577          -21835          1.6004;
   405    3.586          -21939          1.6004;
   406    3.595          -22043          1.6004;
   407    3.604          -22147          1.6004;
   408    3.613          -22251          1.6004;
   409    3.621          -22356          1.6004;
   410    3.630          -22460          1.6004;
   411    3.639          -22566          1.6004;
   412    3.648          -22671          1.6004;
   413    3.657          -22777          1.6004;
   414    3.666          -22883          1.6004;
   415    3.674          -22989          1.6004;
   416    3.683          -23096          1.6004;
   417    3.692          -23203          1.6004;
   418    3.701          -23310          1.6004;
   419    3.710          -23417          1.6004;
   420    3.719          -23525          1.6004;
   421    3.728          -23633          1.6004;
   422    3.736          -23741          1.6004;
   423    3.745          -23849          1.6004;
   424    3.754          -23958          1.6004;
   425    3.763          -24067          1.6004;
   426    3.772          -24176          1.6004;
   427    3.781          -24285          1.6004;
   428    3.790          -24394          1.6004;
   429    3.798          -24504          1.6004;
   430    3.807          -24614          1.6004;
   431    3.816          -24723          1.6004;
   432    3.825          -24834          1.6004;
   433    3.834          -24944          1.6004;
   434    3.843          -25054          1.6004;
   435    3.852          -25165          1.6004;
   436    3.860          -25276          1.6004;
   437    3.869          -25387          1.6004;
   438    3.878          -25498          1.6004;
   439    3.887          -25610          1.6004;
   440    3.896          -25722          1.6004;
   441    3.905          -25834          1.6004;
   442    3.914          -25946          1.6004;
   443    3.922          -26059          1.6004;
   444    3.931          -26172          1.6004;
   445    3.940          -26284          1.6004;
   446    3.949          -26398          1.6004;
   447    3.958          -26511          1.6004;
   448    3.967          -26624          1.6004;
   449    3.976          -26737          1.6004;
   450    3.984          -26850          1.6004;
   451    3.993          -26964          1.6004;
   452    4.002          -27077          1.6004;
   453    4.011          -27191          0.0000;
   454    4.020          -27304          0.0000;
   455    4.029          -27416          0.0000;
   456    4.038          -27528          0.0000;
   457    4.046          -27640          0.0000;
   458    4.055          -27751          0.0000;
   459    4.064          -27861          0.0000;
   460    4.073          -27972          0.0000;
   461    4.082          -28081          0.0000;
   462    4.091          -28191          0.0000;
   463    4.099          -28299          0.0000;
   464    4.108          -28407          0.0000;
   465    4.117          -28515          0.0000;
   466    4.126          -28622          0.0000;
   467    4.135          -28730          0.0000;
   468    4.144          -28838          0.0000;
   469    4.153          -28944          0.0000;
   470    4.161          -29049          0.0000;
   471    4.170          -29155          0.0000;
   472    4.179          -29260          0.0000;
   473    4.188          -29365          0.0000;
   474    4.197          -29470          0.0000;
   475    4.206          -29574          0.0000;
   476    4.215          -29678          0.0000;
   477    4.223          -29780          0.0000;
   478    4.232          -29883          0.0000;
   479    4.241          -29986          0.0000;
   480    4.250          -30088          0.0000;
   481    4.259          -30190          0.0000;
   482    4.268          -30291          0.0000;
   483    4.277          -30392          0.0000;
   484    4.285          -30492          0.0000;
   485    4.294          -30592          0.0000;
   486    4.303          -30692          0.0000;
   487    4.312          -30792          0.0000;
   488    4.321          -30891          0.0000;
   489    4.330          -30989          0.0000;
   490    4.339          -31087          0.0000;
   491    4.347          -31185          0.0000;
   492    4.356          -31282          0.0000;
   493    4.365          -31380          0.0000;
   494    4.374          -31476          0.0000;
   495    4.383          -31572          0.0000;
   496    4.392          -31668          0.0000;
   497    4.401          -31763          0.0000;
   498    4.409          -31858          0.0000;
   499    4.418          -31953          0.0000;
   500    4.427          -32048          0.0000;
   501    4.436          -32142          0.0000;
   502    4.445          -32236          0.0000;
   503    4.454          -32329          0.0000;
   504    4.463          -32422          0.0000;
   505    4.471          -32515          0.0000;
   506    4.480          -32608          0.0000;
   507    4.489          -32700          0.0000;
   508    4.498          -32792          0.0000;
   509    4.507          -32884          0.0000;
   510    4.516          -32975          0.0000;
   511    4.524          -33066          0.0000;
   512    4.533          -33157          0.0000;
   513    4.542          -33248          0.0000;
   514    4.551          -33338          0.0000;
   515    4.560          -33428          0.0000;
   516    4.569          -33515          0.0000;
   517    4.578          -33604          0.0000;
   518    4.586          -33693          0.0000;
   519    4.595          -33782          0.0000;
   520    4.604          -33871          0.0000;
   521    4.613          -33959          0.0000;
   522    4.622          -34047          0.0000;
   523    4.631          -34135          0.0000;
   524    4.640          -34222          0.0000;
   525    4.648          -34310          0.0000;
   526    4.657          -34397          0.0000;
   527    4.666          -34483          0.0000;
   528    4.675          -34570          0.0000;
   529    4.684          -34656          0.0000;
   530    4.693          -34742          0.0000;
   531    4.702          -34828          0.0000;
   532    4.710          -34914          0.0000;
   533    4.719          -35000          0.0000;
   534    4.728          -35086          0.0000;
   535    4.737          -35171          0.0000;
   536    4.746          -35256          0.0000;
   537    4.755          -35340          0.0000;
   538    4.764          -35425          0.0000;
   539    4.772          -35509          0.0000;
   540    4.781          -35593          0.0000;
   541    4.790          -35676          0.0000;
   542    4.799          -35760          0.0000;
   543    4.808          -35843          0.0000;
   544    4.817          -35926          0.0000;
   545    4.826          -36009          0.0000;
   546    4.834          -36091          0.0000;
   547    4.843          -36174          0.0000;
   548    4.852          -36256          0.0000;
   549    4.861          -36338          0.0000;
   550    4.870          -36420          0.0000;
   551    4.879          -36501          0.0000;
   552    4.888          -36583          0.0000;
   553    4.896          -36664          0.0000;
   554    4.905          -36745          0.0000;
   555    4.914          -36826          0.0000;
   556    4.923          -36906          0.0000;
   557    4.932          -36987          0.0000;
   558    4.941          -37067          0.0000;
   559    4.949          -37147          0.0000;
   560    4.958          -37226          0.0000;
   561    4.967          -37306          0.0000;
   562    4.976          -37385          0.0000;
   563    4.985          -37464          0.0000;
   564    4.994          -37543          0.0000;
   565    5.003          -37622          0.0000;
   566    5.011          -37700          0.0000;
   567    5.020          -37779          0.0000;
   568    5.029          -37856          0.0000;
   569    5.038          -37934          0.0000;
   570    5.047          -38012          0.0000;
   571    5.056          -38089          0.0000;
   572    5.065          -38166          0.0000;
   573    5.073          -38243          0.0000;
   574    5.082          -38319          0.0000;
   575    5.091          -38395          0.0000;
   576    5.100          -38472          0.0000;
   577    5.109          -38547          0.0000;
   578    5.118          -38623          0.0000;
   579    5.127          -38699          0.0000;
   580    5.135          -38774          0.0000;
   581    5.144          -38848          0.0000;
   582    5.153          -38923          0.0000;
   583    5.162          -38998          0.0000;
   584    5.171          -39072          0.0000;
   585    5.180          -39146          0.0000;
   586    5.189          -39220          0.0000;
   587    5.197          -39293          0.0000;
   588    5.206          -39367          0.0000;
   589    5.215          -39440          0.0000;
   590    5.224          -39513          0.0000;
   591    5.233          -39585          0.0000;
   592    5.242          -39658          0.0000;
   593    5.251          -39730          0.0000;
   594    5.259          -39802          0.0000;
   595    5.268          -39874          0.0000;
   596    5.277          -39945          0.0000;
   597    5.286          -40016          0.0000;
   598    5.295          -40087          0.0000;
   599    5.304          -40157          0.0000;
   600    5.313          -40227          0.0000;
   601    5.321          -40297          0.0000;
   602    5.330          -40366          0.0000;
   603    5.339          -40435          0.0000;
   604    5.348          -40504          0.0000;
   605    5.357          -40572          0.0000;
   606    5.366          -40640          0.0000;
   607    5.374          -40707          0.0000;
   608    5.383          -40775          0.0000;
   609    5.392          -40841          0.0000;
   610    5.401          -40908          0.0000;
   611    5.410          -40974          0.0000;
   612    5.419          -41040          0.0000;
   613    5.428          -41105          0.0000;
   614    5.436          -41171          0.0000;
   615    5.445          -41235          0.0000;
   616    5.454          -41300          0.0000;
   617    5.463          -41364          0.0000;
   618    5.472          -41428          0.0000;
   619    5.481          -41491          0.0000;
   620    5.490          -41554          0.0000;
   621    5.498          -41617          0.0000;
   622    5.507          -41680          0.0000;
   623    5.516          -41742          0.0000;
   624    5.525          -41804          0.0000;
   625    5.534          -41866          0.0000;
   626    5.543          -41927          0.0000;
   627    5.552          -41988          0.0000;
   628    5.560          -42048          0.0000;
   629    5.569          -42108          0.0000;
   630    5.578          -42168          0.0000;
   631    5.587          -42227          0.0000;
   632    5.596          -42285          0.0000;
   633    5.605          -42343          0.0000;
   634    5.614          -42401          0.0000;
   635    5.622          -42459          0.0000;
   636    5.631          -42516          0.0000;
   637    5.640          -42572          0.0000;
   638    5.649          -42628          0.0000;
   639    5.658          -42684          0.0000;
   640    5.667          -42740          0.0000;
   641    5.676          -42795          0.0000;
   642    5.684          -42849          0.0000;
   643    5.693          -42903          0.0000;
   644    5.702          -42957          0.0000;
   645    5.711          -43010          0.0000;
   646    5.720          -43063          0.0000;
   647    5.729          -43115          0.0000;
   648    5.738          -43167          0.0000;
   649    5.746          -43218          0.0000;
   650    5.755          -43269          0.0000;
   651    5.764          -43320          0.0000;
   652    5.773          -43370          0.0000;
   653    5.782          -43419          0.0000;
   654    5.791          -43469          0.0000;
   655    5.799          -43517          0.0000;
   656    5.808          -43566          0.0000;
   657    5.817          -43614          0.0000;
   658    5.826          -43661          0.0000;
   659    5.835          -43708          0.0000;
   660    5.844          -43755          0.0000;
   661    5.853          -43800          0.0000;
   662    5.861          -43846          0.0000;
   663    5.870          -43891          0.0000;
   664    5.879          -43936          0.0000;
   665    5.888          -43980          0.0000;
   666    5.897          -44024          0.0000;
   667    5.906          -44067          0.0000;
   668    5.915          -44109          0.0000;
   669    5.923          -44151          0.0000;
   670    5.932          -44192          0.0000;
   671    5.941          -44234          0.0000;
   672    5.950          -44275          0.0000;
   673    5.959          -44316          0.0000;
   674    5.968          -44357          0.0000;
   675    5.977          -44397          0.0000;
   676    5.985          -44436          0.0000;
   677    5.994          -44475          0.0000;
   678    6.003          -44514          0.0000;
   679    6.012          -44552          0.0000;
   680    6.021          -44591          0.0000;
   681    6.030          -44628          0.0000;
   682    6.039          -44665          0.0000;
   683    6.047          -44702          0.0000;
   684    6.056          -44738          0.0000;
   685    6.065          -44774          0.0000;
   686    6.074          -44810          0.0000;
   687    6.083          -44845          0.0000;
   688    6.092          -44880          0.0000;
   689    6.101          -44915          0.0000;
   690    6.109          -44949          0.0000;
   691    6.118          -44983          0.0000;
   692    6.127          -45016          0.0000;
   693    6.136          -45049          0.0000;
   694    6.145          -45082          0.0000;
   695    6.154          -45114          0.0000;
   696    6.163          -45146          0.0000;
   697    6.171          -45177          0.0000;
   698    6.180          -45209          0.0000;
   699    6.189          -45240          0.0000;
   700    6.198          -45270          0.0000;
   701    6.207          -45300          0.0000;
   702    6.216          -45330          0.0000;
   703    6.224          -45360          0.0000;
   704    6.233          -45389          0.0000;
   705    6.242          -45418          0.0000;
   706    6.251          -45447          0.0000;
   707    6.260          -45475          0.0000;
   708    6.269          -45503          0.0000;
   709    6.278          -45531          0.0000;
   710    6.286          -45558          0.0000;
   711    6.295          -45584          0.0000;
   712    6.304          -45611          0.0000;
   713    6.313          -45636          0.0000;
   714    6.322          -45662          0.0000;
   715    6.331          -45687          0.0000;
   716    6.340          -45712          0.0000;
   717    6.348          -45736          0.0000;
   718    6.357          -45760          0.0000;
   719    6.366          -45783          0.0000;
   720    6.375          -45806          0.0000;
   721    6.384          -45829          0.0000;
   722    6.393          -45851          0.0000;
   723    6.402          -45873          0.0000;
   724    6.410          -45894          0.0000;
   725    6.419          -45915          0.0000;
   726    6.428          -45935          0.0000;
   727    6.437          -45955          0.0000;
   728    6.446          -45975          0.0000;
   729    6.455          -45994          0.0000;
   730    6.464          -46013          0.0000;
   731    6.472          -46032          0.0000;
   732    6.481          -46049          0.0000;
   733    6.490          -46067          0.0000;
   734    6.499          -46084          0.0000;
   735    6.508          -46101          0.0000;
   736    6.517          -46118          0.0000;
   737    6.526          -46134          0.0000;
   738    6.534          -46150          0.0000;
   739    6.543          -46165          0.0000;
   740    6.552          -46180          0.0000;
   741    6.561          -46194          0.0000;
   742    6.570          -46209          0.0000;
   743    6.579          -46222          0.0000;
   744    6.588          -46236          0.0000;
   745    6.596          -46249          0.0000;
   746    6.605          -46261          0.0000;
   747    6.614          -46274          0.0000;
   748    6.623          -46285          0.0000;
   749    6.632          -46297          0.0000;
   750    6.641          -46308          0.0000;
   751    6.649          -46319          0.0000;
   752    6.658          -46329          0.0000;
   753    6.667          -46339          0.0000;
   754    6.676          -46349          0.0000;
   755    6.685          -46358          0.0000;
   756    6.694          -46367          0.0000;
   757    6.703          -46376          0.0000;
   758    6.711          -46384          0.0000;
   759    6.720          -46392          0.0000;
   760    6.729          -46400          0.0000;
   761    6.738          -46407          0.0000;
   762    6.747          -46414          0.0000;
   763    6.756          -46421          0.0000;
   764    6.765          -46427          0.0000;
   765    6.773          -46433          0.0000;
   766    6.782          -46439          0.0000;
   767    6.791          -46444          0.0000;
   768    6.800          -46449          0.0000;
   769    6.809          -46453          0.0000;
   770    6.818          -46457          0.0000;
   771    6.827          -46461          0.0000;
   772    6.835          -46464          0.0000;
   773    6.844          -46467          0.0000;
   774    6.853          -46470          0.0000;
   775    6.862          -46472          0.0000;
   776    6.871          -46473          0.0000;
   777    6.880          -46474          0.0000;
   778    6.889          -46475          0.0000;
   779    6.897          -46475          0.0000;
   780    6.906          -46475          0.0000;
   781    6.915          -46475          0.0000;
   782    6.924          -46475          0.0000;
   783    6.933          -46474          0.0000;
   784    6.942          -46472          0.0000;
   785    6.951          -46469          0.0000;
   786    6.959          -46467          0.0000;
   787    6.968          -46464          0.0000;
   788    6.977          -46461          0.0000;
   789    6.986          -46457          0.0000;
   790    6.995          -46453          0.0000;
   791    7.004          -46449          0.0000;
   792    7.013          -46444          0.0000;
   793    7.021          -46439          0.0000;
   794    7.030          -46434          0.0000;
   795    7.039          -46428          0.0000;
   796    7.048          -46422          0.0000;
   797    7.057          -46416          0.0000;
   798    7.066          -46410          0.0000;
   799    7.074          -46403          0.0000;
   800    7.083          -46396          0.0000;
   801    7.092          -46389          0.0000;
   802    7.101          -46381          0.0000;
   803    7.110          -46373          0.0000;
   804    7.119          -46365          0.0000;
   805    7.128          -46357          0.0000;
   806    7.136          -46348          0.0000;
   807    7.145          -46339          0.0000;
   808    7.154          -46330          0.0000;
   809    7.163          -46320          0.0000;
   810    7.172          -46310          0.0000;
   811    7.181          -46300          0.0000;
   812    7.190          -46290          0.0000;
   813    7.198          -46279          0.0000;
   814    7.207          -46268          0.0000;
   815    7.216          -46257          0.0000;
   816    7.225          -46245          0.0000;
   817    7.234          -46233          0.0000;
   818    7.243          -46221          0.0000;
   819    7.252          -46209          0.0000;
   820    7.260          -46196          0.0000;
   821    7.269          -46183          0.0000;
   822    7.278          -46169          0.0000;
   823    7.287          -46156          0.0000;
   824    7.296          -46142          0.0000;
