 Sample   Time     Encoder 3 Pos   Control Effort 1
   359    3.179          -14042          1.7005;
   360    3.188          -14126          1.7005;
   361    3.196          -14210          1.7005;
   362    3.205          -14294          1.7005;
   363    3.214          -14379          1.7005;
   364    3.223          -14465          1.7005;
   365    3.232          -14550          1.7005;
   366    3.241          -14636          1.7005;
   367    3.249          -14723          1.7005;
   368    3.258          -14810          1.7005;
   369    3.267          -14897          1.7005;
   370    3.276          -14984          1.7005;
   371    3.285          -15072          1.7005;
   372    3.294          -15160          1.7005;
   373    3.303          -15248          1.7005;
   374    3.311          -15336          1.7005;
   375    3.320          -15425          1.7005;
   376    3.329          -15514          1.7005;
   377    3.338          -15604          1.7005;
   378    3.347          -15693          1.7005;
   379    3.356          -15783          1.7005;
   380    3.365          -15873          1.7005;
   381    3.373          -15964          1.7005;
   382    3.382          -16054          1.7005;
   383    3.391          -16145          1.7005;
   384    3.400          -16236          1.7005;
   385    3.409          -16327          1.7005;
   386    3.418          -16419          1.7005;
   387    3.427          -16511          1.7005;
   388    3.435          -16603          1.7005;
   389    3.444          -16695          1.7005;
   390    3.453          -16788          1.7005;
   391    3.462          -16881          1.7005;
   392    3.471          -16973          1.7005;
   393    3.480          -17067          1.7005;
   394    3.489          -17160          1.7005;
   395    3.497          -17253          1.7005;
   396    3.506          -17347          1.7005;
   397    3.515          -17440          1.7005;
   398    3.524          -17534          1.7005;
   399    3.533          -17629          1.7005;
   400    3.542          -17723          1.7005;
   401    3.551          -17818          1.7005;
   402    3.559          -17913          1.7005;
   403    3.568          -18008          1.7005;
   404    3.577          -18104          1.7005;
   405    3.586          -18200          1.7005;
   406    3.595          -18296          1.7005;
   407    3.604          -18392          1.7005;
   408    3.613          -18488          1.7005;
   409    3.621          -18584          1.7005;
   410    3.630          -18681          1.7005;
   411    3.639          -18777          1.7005;
   412    3.648          -18874          1.7005;
   413    3.657          -18971          1.7005;
   414    3.666          -19068          1.7005;
   415    3.674          -19164          1.7005;
   416    3.683          -19261          1.7005;
   417    3.692          -19358          1.7005;
   418    3.701          -19456          1.7005;
   419    3.710          -19553          1.7005;
   420    3.719          -19650          1.7005;
   421    3.728          -19748          1.7005;
   422    3.736          -19845          1.7005;
   423    3.745          -19943          1.7005;
   424    3.754          -20041          1.7005;
   425    3.763          -20138          1.7005;
   426    3.772          -20236          1.7005;
   427    3.781          -20333          1.7005;
   428    3.790          -20431          1.7005;
   429    3.798          -20530          1.7005;
   430    3.807          -20629          1.7005;
   431    3.816          -20729          1.7005;
   432    3.825          -20828          1.7005;
   433    3.834          -20927          1.7005;
   434    3.843          -21026          1.7005;
   435    3.852          -21126          1.7005;
   436    3.860          -21226          1.7005;
   437    3.869          -21327          1.7005;
   438    3.878          -21427          1.7005;
   439    3.887          -21527          1.7005;
   440    3.896          -21627          1.7005;
   441    3.905          -21727          1.7005;
   442    3.914          -21828          1.7005;
   443    3.922          -21929          1.7005;
   444    3.931          -22030          1.7005;
   445    3.940          -22131          1.7005;
   446    3.949          -22232          1.7005;
   447    3.958          -22334          1.7005;
   448    3.967          -22435          1.7005;
   449    3.976          -22537          1.7005;
   450    3.984          -22639          1.7005;
   451    3.993          -22741          1.7005;
   452    4.002          -22844          1.7005;
   453    4.011          -22946          0.0000;
   454    4.020          -23048          0.0000;
   455    4.029          -23150          0.0000;
   456    4.038          -23251          0.0000;
   457    4.046          -23352          0.0000;
   458    4.055          -23452          0.0000;
   459    4.064          -23552          0.0000;
   460    4.073          -23652          0.0000;
   461    4.082          -23751          0.0000;
   462    4.091          -23849          0.0000;
   463    4.099          -23948          0.0000;
   464    4.108          -24046          0.0000;
   465    4.117          -24144          0.0000;
   466    4.126          -24241          0.0000;
   467    4.135          -24338          0.0000;
   468    4.144          -24435          0.0000;
   469    4.153          -24532          0.0000;
   470    4.161          -24628          0.0000;
   471    4.170          -24724          0.0000;
   472    4.179          -24819          0.0000;
   473    4.188          -24915          0.0000;
   474    4.197          -25010          0.0000;
   475    4.206          -25104          0.0000;
   476    4.215          -25198          0.0000;
   477    4.223          -25292          0.0000;
   478    4.232          -25386          0.0000;
   479    4.241          -25477          0.0000;
   480    4.250          -25569          0.0000;
   481    4.259          -25662          0.0000;
   482    4.268          -25755          0.0000;
   483    4.277          -25847          0.0000;
   484    4.285          -25939          0.0000;
   485    4.294          -26030          0.0000;
   486    4.303          -26122          0.0000;
   487    4.312          -26213          0.0000;
   488    4.321          -26304          0.0000;
   489    4.330          -26395          0.0000;
   490    4.339          -26485          0.0000;
   491    4.347          -26575          0.0000;
   492    4.356          -26665          0.0000;
   493    4.365          -26755          0.0000;
   494    4.374          -26845          0.0000;
   495    4.383          -26934          0.0000;
   496    4.392          -27024          0.0000;
   497    4.401          -27113          0.0000;
   498    4.409          -27202          0.0000;
   499    4.418          -27290          0.0000;
   500    4.427          -27379          0.0000;
   501    4.436          -27467          0.0000;
   502    4.445          -27555          0.0000;
   503    4.454          -27642          0.0000;
   504    4.463          -27730          0.0000;
   505    4.471          -27817          0.0000;
   506    4.480          -27904          0.0000;
   507    4.489          -27991          0.0000;
   508    4.498          -28077          0.0000;
   509    4.507          -28164          0.0000;
   510    4.516          -28250          0.0000;
   511    4.524          -28336          0.0000;
   512    4.533          -28421          0.0000;
   513    4.542          -28507          0.0000;
   514    4.551          -28592          0.0000;
   515    4.560          -28677          0.0000;
   516    4.569          -28762          0.0000;
   517    4.578          -28847          0.0000;
   518    4.586          -28931          0.0000;
   519    4.595          -29016          0.0000;
   520    4.604          -29100          0.0000;
   521    4.613          -29184          0.0000;
   522    4.622          -29268          0.0000;
   523    4.631          -29351          0.0000;
   524    4.640          -29434          0.0000;
   525    4.648          -29517          0.0000;
   526    4.657          -29600          0.0000;
   527    4.666          -29683          0.0000;
   528    4.675          -29765          0.0000;
   529    4.684          -29847          0.0000;
   530    4.693          -29929          0.0000;
   531    4.702          -30010          0.0000;
   532    4.710          -30092          0.0000;
   533    4.719          -30173          0.0000;
   534    4.728          -30254          0.0000;
   535    4.737          -30334          0.0000;
   536    4.746          -30415          0.0000;
   537    4.755          -30495          0.0000;
   538    4.764          -30575          0.0000;
   539    4.772          -30655          0.0000;
   540    4.781          -30735          0.0000;
   541    4.790          -30814          0.0000;
   542    4.799          -30893          0.0000;
   543    4.808          -30972          0.0000;
   544    4.817          -31050          0.0000;
   545    4.826          -31129          0.0000;
   546    4.834          -31207          0.0000;
   547    4.843          -31284          0.0000;
   548    4.852          -31362          0.0000;
   549    4.861          -31439          0.0000;
   550    4.870          -31516          0.0000;
   551    4.879          -31592          0.0000;
   552    4.888          -31669          0.0000;
   553    4.896          -31745          0.0000;
   554    4.905          -31820          0.0000;
   555    4.914          -31896          0.0000;
   556    4.923          -31971          0.0000;
   557    4.932          -32045          0.0000;
   558    4.941          -32120          0.0000;
   559    4.949          -32194          0.0000;
   560    4.958          -32268          0.0000;
   561    4.967          -32341          0.0000;
   562    4.976          -32415          0.0000;
   563    4.985          -32488          0.0000;
   564    4.994          -32560          0.0000;
   565    5.003          -32633          0.0000;
   566    5.011          -32705          0.0000;
   567    5.020          -32777          0.0000;
   568    5.029          -32848          0.0000;
   569    5.038          -32919          0.0000;
   570    5.047          -32990          0.0000;
   571    5.056          -33060          0.0000;
   572    5.065          -33131          0.0000;
   573    5.073          -33200          0.0000;
   574    5.082          -33270          0.0000;
   575    5.091          -33339          0.0000;
   576    5.100          -33407          0.0000;
   577    5.109          -33476          0.0000;
   578    5.118          -33544          0.0000;
   579    5.127          -33611          0.0000;
   580    5.135          -33678          0.0000;
   581    5.144          -33745          0.0000;
   582    5.153          -33812          0.0000;
   583    5.162          -33878          0.0000;
   584    5.171          -33944          0.0000;
   585    5.180          -34009          0.0000;
   586    5.189          -34074          0.0000;
   587    5.197          -34139          0.0000;
   588    5.206          -34203          0.0000;
   589    5.215          -34266          0.0000;
   590    5.224          -34330          0.0000;
   591    5.233          -34393          0.0000;
   592    5.242          -34456          0.0000;
   593    5.251          -34518          0.0000;
   594    5.259          -34580          0.0000;
   595    5.268          -34641          0.0000;
   596    5.277          -34702          0.0000;
   597    5.286          -34763          0.0000;
   598    5.295          -34823          0.0000;
   599    5.304          -34883          0.0000;
   600    5.313          -34943          0.0000;
   601    5.321          -35002          0.0000;
   602    5.330          -35060          0.0000;
   603    5.339          -35118          0.0000;
   604    5.348          -35176          0.0000;
   605    5.357          -35233          0.0000;
   606    5.366          -35289          0.0000;
   607    5.374          -35345          0.0000;
   608    5.383          -35401          0.0000;
   609    5.392          -35456          0.0000;
   610    5.401          -35511          0.0000;
   611    5.410          -35565          0.0000;
   612    5.419          -35619          0.0000;
   613    5.428          -35672          0.0000;
   614    5.436          -35725          0.0000;
   615    5.445          -35778          0.0000;
   616    5.454          -35830          0.0000;
   617    5.463          -35882          0.0000;
   618    5.472          -35933          0.0000;
   619    5.481          -35984          0.0000;
   620    5.490          -36034          0.0000;
   621    5.498          -36084          0.0000;
   622    5.507          -36133          0.0000;
   623    5.516          -36182          0.0000;
   624    5.525          -36230          0.0000;
   625    5.534          -36279          0.0000;
   626    5.543          -36327          0.0000;
   627    5.552          -36375          0.0000;
   628    5.560          -36422          0.0000;
   629    5.569          -36469          0.0000;
   630    5.578          -36515          0.0000;
   631    5.587          -36561          0.0000;
   632    5.596          -36606          0.0000;
   633    5.605          -36652          0.0000;
   634    5.614          -36697          0.0000;
   635    5.622          -36741          0.0000;
   636    5.631          -36784          0.0000;
   637    5.640          -36827          0.0000;
   638    5.649          -36870          0.0000;
   639    5.658          -36913          0.0000;
   640    5.667          -36955          0.0000;
   641    5.676          -36997          0.0000;
   642    5.684          -37038          0.0000;
   643    5.693          -37079          0.0000;
   644    5.702          -37119          0.0000;
   645    5.711          -37159          0.0000;
   646    5.720          -37199          0.0000;
   647    5.729          -37238          0.0000;
   648    5.738          -37277          0.0000;
   649    5.746          -37315          0.0000;
   650    5.755          -37353          0.0000;
   651    5.764          -37391          0.0000;
   652    5.773          -37429          0.0000;
   653    5.782          -37466          0.0000;
   654    5.791          -37502          0.0000;
   655    5.799          -37538          0.0000;
   656    5.808          -37574          0.0000;
   657    5.817          -37610          0.0000;
   658    5.826          -37645          0.0000;
   659    5.835          -37680          0.0000;
   660    5.844          -37714          0.0000;
   661    5.853          -37748          0.0000;
   662    5.861          -37782          0.0000;
   663    5.870          -37815          0.0000;
   664    5.879          -37848          0.0000;
   665    5.888          -37881          0.0000;
   666    5.897          -37913          0.0000;
   667    5.906          -37945          0.0000;
   668    5.915          -37977          0.0000;
   669    5.923          -38008          0.0000;
   670    5.932          -38039          0.0000;
   671    5.941          -38069          0.0000;
   672    5.950          -38099          0.0000;
   673    5.959          -38129          0.0000;
   674    5.968          -38158          0.0000;
   675    5.977          -38187          0.0000;
   676    5.985          -38216          0.0000;
   677    5.994          -38244          0.0000;
   678    6.003          -38271          0.0000;
   679    6.012          -38299          0.0000;
   680    6.021          -38325          0.0000;
   681    6.030          -38352          0.0000;
   682    6.039          -38378          0.0000;
   683    6.047          -38404          0.0000;
   684    6.056          -38429          0.0000;
   685    6.065          -38454          0.0000;
   686    6.074          -38478          0.0000;
   687    6.083          -38502          0.0000;
   688    6.092          -38525          0.0000;
   689    6.101          -38549          0.0000;
   690    6.109          -38572          0.0000;
   691    6.118          -38594          0.0000;
   692    6.127          -38616          0.0000;
   693    6.136          -38637          0.0000;
   694    6.145          -38659          0.0000;
   695    6.154          -38680          0.0000;
   696    6.163          -38700          0.0000;
   697    6.171          -38720          0.0000;
   698    6.180          -38740          0.0000;
   699    6.189          -38759          0.0000;
   700    6.198          -38778          0.0000;
   701    6.207          -38797          0.0000;
   702    6.216          -38815          0.0000;
   703    6.224          -38833          0.0000;
   704    6.233          -38851          0.0000;
   705    6.242          -38869          0.0000;
   706    6.251          -38886          0.0000;
   707    6.260          -38902          0.0000;
   708    6.269          -38919          0.0000;
   709    6.278          -38935          0.0000;
   710    6.286          -38950          0.0000;
   711    6.295          -38966          0.0000;
   712    6.304          -38981          0.0000;
   713    6.313          -38995          0.0000;
   714    6.322          -39009          0.0000;
   715    6.331          -39023          0.0000;
   716    6.340          -39036          0.0000;
   717    6.348          -39049          0.0000;
   718    6.357          -39061          0.0000;
   719    6.366          -39073          0.0000;
   720    6.375          -39085          0.0000;
   721    6.384          -39096          0.0000;
   722    6.393          -39107          0.0000;
   723    6.402          -39117          0.0000;
   724    6.410          -39127          0.0000;
   725    6.419          -39137          0.0000;
   726    6.428          -39146          0.0000;
   727    6.437          -39155          0.0000;
   728    6.446          -39163          0.0000;
   729    6.455          -39171          0.0000;
   730    6.464          -39179          0.0000;
   731    6.472          -39186          0.0000;
   732    6.481          -39193          0.0000;
   733    6.490          -39200          0.0000;
   734    6.499          -39206          0.0000;
   735    6.508          -39212          0.0000;
   736    6.517          -39217          0.0000;
   737    6.526          -39223          0.0000;
   738    6.534          -39228          0.0000;
   739    6.543          -39232          0.0000;
   740    6.552          -39237          0.0000;
   741    6.561          -39241          0.0000;
   742    6.570          -39244          0.0000;
   743    6.579          -39248          0.0000;
   744    6.588          -39251          0.0000;
   745    6.596          -39253          0.0000;
   746    6.605          -39256          0.0000;
   747    6.614          -39257          0.0000;
   748    6.623          -39259          0.0000;
   749    6.632          -39260          0.0000;
   750    6.641          -39261          0.0000;
   751    6.649          -39262          0.0000;
   752    6.658          -39262          0.0000;
   753    6.667          -39263          0.0000;
   754    6.676          -39263          0.0000;
   755    6.685          -39263          0.0000;
   756    6.694          -39262          0.0000;
   757    6.703          -39261          0.0000;
   758    6.711          -39259          0.0000;
   759    6.720          -39257          0.0000;
   760    6.729          -39255          0.0000;
   761    6.738          -39252          0.0000;
   762    6.747          -39249          0.0000;
   763    6.756          -39246          0.0000;
   764    6.765          -39243          0.0000;
   765    6.773          -39239          0.0000;
   766    6.782          -39235          0.0000;
   767    6.791          -39231          0.0000;
   768    6.800          -39226          0.0000;
   769    6.809          -39221          0.0000;
   770    6.818          -39216          0.0000;
   771    6.827          -39210          0.0000;
   772    6.835          -39205          0.0000;
   773    6.844          -39198          0.0000;
   774    6.853          -39192          0.0000;
   775    6.862          -39185          0.0000;
   776    6.871          -39178          0.0000;
   777    6.880          -39171          0.0000;
   778    6.889          -39163          0.0000;
   779    6.897          -39155          0.0000;
   780    6.906          -39147          0.0000;
   781    6.915          -39139          0.0000;
   782    6.924          -39130          0.0000;
   783    6.933          -39121          0.0000;
   784    6.942          -39112          0.0000;
   785    6.951          -39102          0.0000;
   786    6.959          -39092          0.0000;
   787    6.968          -39082          0.0000;
   788    6.977          -39072          0.0000;
   789    6.986          -39061          0.0000;
   790    6.995          -39050          0.0000;
   791    7.004          -39039          0.0000;
   792    7.013          -39027          0.0000;
   793    7.021          -39015          0.0000;
   794    7.030          -39003          0.0000;
   795    7.039          -38991          0.0000;
   796    7.048          -38978          0.0000;
   797    7.057          -38965          0.0000;
   798    7.066          -38952          0.0000;
   799    7.074          -38938          0.0000;
   800    7.083          -38925          0.0000;
   801    7.092          -38910          0.0000;
   802    7.101          -38896          0.0000;
   803    7.110          -38881          0.0000;
   804    7.119          -38866          0.0000;
   805    7.128          -38851          0.0000;
   806    7.136          -38836          0.0000;
   807    7.145          -38820          0.0000;
   808    7.154          -38804          0.0000;
   809    7.163          -38788          0.0000;
   810    7.172          -38771          0.0000;
   811    7.181          -38754          0.0000;
   812    7.190          -38737          0.0000;
   813    7.198          -38720          0.0000;
   814    7.207          -38702          0.0000;
   815    7.216          -38684          0.0000;
   816    7.225          -38666          0.0000;
   817    7.234          -38648          0.0000;
   818    7.243          -38629          0.0000;
   819    7.252          -38610          0.0000;
   820    7.260          -38591          0.0000;
   821    7.269          -38572          0.0000;
   822    7.278          -38552          0.0000;
   823    7.287          -38532          0.0000;
   824    7.296          -38512          0.0000;
