 Sample   Time     Encoder 3 Pos   Control Effort 1
   834    7.384          -49574          0.0000;
   835    7.393          -49576          0.0000;
   836    7.402          -49577          0.0000;
   837    7.411          -49578          0.0000;
   838    7.420          -49579          0.0000;
   839    7.429          -49579          0.0000;
   840    7.438          -49579          0.0000;
   841    7.446          -49579          0.0000;
   842    7.455          -49579          0.0000;
   843    7.464          -49578          0.0000;
   844    7.473          -49576          0.0000;
   845    7.482          -49574          0.0000;
   846    7.491          -49571          0.0000;
   847    7.499          -49569          0.0000;
   848    7.508          -49566          0.0000;
   849    7.517          -49562          0.0000;
   850    7.526          -49559          0.0000;
   851    7.535          -49555          0.0000;
   852    7.544          -49551          0.0000;
   853    7.553          -49546          0.0000;
   854    7.561          -49541          0.0000;
   855    7.570          -49536          0.0000;
   856    7.579          -49531          0.0000;
   857    7.588          -49525          0.0000;
   858    7.597          -49519          0.0000;
   859    7.606          -49513          0.0000;
   860    7.615          -49507          0.0000;
   861    7.623          -49500          0.0000;
   862    7.632          -49493          0.0000;
   863    7.641          -49486          0.0000;
   864    7.650          -49478          0.0000;
   865    7.659          -49471          0.0000;
   866    7.668          -49463          0.0000;
   867    7.677          -49455          0.0000;
   868    7.685          -49446          0.0000;
   869    7.694          -49438          0.0000;
   870    7.703          -49429          0.0000;
   871    7.712          -49419          0.0000;
   872    7.721          -49410          0.0000;
   873    7.730          -49400          0.0000;
   874    7.739          -49390          0.0000;
   875    7.747          -49380          0.0000;
   876    7.756          -49370          0.0000;
   877    7.765          -49359          0.0000;
   878    7.774          -49348          0.0000;
   879    7.783          -49337          0.0000;
   880    7.792          -49325          0.0000;
   881    7.801          -49313          0.0000;
   882    7.809          -49301          0.0000;
   883    7.818          -49289          0.0000;
   884    7.827          -49276          0.0000;
   885    7.836          -49263          0.0000;
   886    7.845          -49250          0.0000;
   887    7.854          -49236          0.0000;
   888    7.863          -49222          0.0000;
   889    7.871          -49208          0.0000;
   890    7.880          -49193          0.0000;
   891    7.889          -49178          0.0000;
   892    7.898          -49162          0.0000;
   893    7.907          -49147          0.0000;
   894    7.916          -49131          0.0000;
   895    7.924          -49114          0.0000;
   896    7.933          -49098          0.0000;
   897    7.942          -49081          0.0000;
   898    7.951          -49064          0.0000;
   899    7.960          -49046          0.0000;
   900    7.969          -49029          0.0000;
   901    7.978          -49010          0.0000;
   902    7.986          -48992          0.0000]
